Date,USD,GBP,EURO,YEN
7/12/2016,67.1471,87.862,74.446,64.94
7/13/2016,67.2046,89.288,74.3484,64.53
7/14/2016,66.9136,88.5468,74.3544,63.38
7/15/2016,67.0655,89.9281,74.6037,63.38
7/18/2016,67.1015,88.6881,74.1673,63.51
7/19/2016,67.1462,88.7203,74.3443,63.35
7/20/2016,67.172,88.0423,73.99,63.23
7/21/2016,67.2035,88.9774,74.1523,62.73
7/22/2016,67.1355,88.9478,74.0303,63.41
7/25/2016,67.243,88.3506,73.7992,63.37
7/26/2016,67.368,88.1712,74.1654,64.58
7/27/2016,67.2362,88.3013,73.8859,63.57
7/28/2016,67.055,88.4254,74.364,64.07
7/29/2016,67.034,88.2972,74.2737,64.69
8/1/2016,66.7412,88.4388,74.5165,65.08
8/2/2016,66.7612,88.0313,74.599,65.32
8/3/2016,66.9368,89.0126,74.9893,66.26
8/4/2016,66.9447,89.0699,74.5965,65.95
8/5/2016,66.8141,87.747,74.451,66.13
8/8/2016,66.7407,87.2768,74.0622,65.4
8/9/2016,66.9633,86.992,74.1752,65.36
8/10/2016,66.7442,87.0411,74.3797,65.84
8/11/2016,66.8571,86.9543,74.6526,65.91
8/12/2016,66.8252,86.6255,74.4633,65.44
8/16/2016,66.8983,86.3389,75.0198,66.68
8/18/2016,66.7939,87.2596,75.5773,66.84
8/19/2016,66.9296,87.9723,75.8714,66.82
8/22/2016,67.194,87.6747,75.8083,66.67
8/23/2016,67.0885,88.2885,76.0381,67.03
8/24/2016,67.132,88.386,75.8055,66.9
8/25/2016,67.0876,88.6563,75.5943,66.84
8/26/2016,67.0299,88.5934,75.7371,66.72
8/29/2016,67.181,88.0138,75.1823,65.62
8/30/2016,67.0879,87.6906,74.9439,65.61
8/31/2016,66.9813,87.6852,74.6239,64.89
9/1/2016,66.9539,88.0511,74.6603,64.78
9/2/2016,66.8405,88.704,74.8012,64.52
9/6/2016,66.5469,88.6471,74.1665,64.2
9/7/2016,66.3618,89.0376,74.6902,65.46
9/8/2016,66.4483,88.6088,74.7676,65.33
9/9/2016,66.5462,88.5863,75.0242,65.13
9/12/2016,66.9017,88.7719,75.2176,65.26
9/14/2016,66.9642,88.4932,75.2075,64.83
9/15/2016,67.0248,88.7073,75.3627,65.58
9/16/2016,66.8804,88.4694,75.1535,65.52
9/19/2016,66.8737,87.2568,74.6845,65.54
9/20/2016,67.02,87.374,74.8814,65.86
9/21/2016,67.0631,87.0077,74.6949,65.49
9/22/2016,66.8451,87.3398,75.0203,66.65
9/23/2016,66.6519,86.9207,74.6701,66.08
9/26/2016,66.7095,86.4689,74.8814,66.13
9/27/2016,66.4627,86.3417,74.7373,65.84
9/28/2016,66.4482,86.4823,74.4552,66.09
9/29/2016,66.5521,86.6109,74.6848,65.43
9/30/2016,66.6596,86.4242,74.7521,66.05
10/3/2016,66.533,85.8675,74.7166,65.7
10/4/2016,66.5559,85.318,74.4428,65.08
10/5/2016,66.5699,84.4772,74.6515,64.7
10/6/2016,66.6322,84.6695,74.5814,64.34
10/7/2016,66.7875,83.2373,74.2744,64.3
10/10/2016,66.5856,82.4796,74.4027,64.56
10/13/2016,66.8473,81.3131,73.6657,64.44
10/14/2016,66.8481,81.4811,73.6867,64.23
10/17/2016,66.7779,81.3088,73.3689,64.12
10/18/2016,66.7268,81.7136,73.5463,64.14
10/19/2016,66.7145,81.7853,73.2125,64.4
10/20/2016,66.7411,81.9114,73.1482,64.35
10/21/2016,66.8943,81.9589,72.975,64.4
10/24/2016,66.8625,81.6725,72.7999,64.43
10/25/2016,66.8777,81.7714,72.7897,64.06
10/26/2016,66.7621,81.363,72.8174,64.13
10/27/2016,66.8854,81.6938,72.9385,63.93
10/28/2016,66.8566,81.2976,72.9071,63.44
11/1/2016,66.714,81.5579,73.1786,63.68
11/2/2016,66.8294,81.8861,73.9534,64.37
11/3/2016,66.6942,82.2473,74.1506,64.95
11/4/2016,66.7219,83.1355,74.0546,64.62
11/7/2016,66.7301,82.9322,73.8435,63.88
11/8/2016,66.7073,82.7104,73.6515,63.91
11/9/2016,66.7968,83.4292,74.9727,65.05
11/10/2016,66.4273,82.5093,72.7113,63.02
11/11/2016,67.0292,84.1753,73.1155,62.94
11/15/2016,67.7173,84.4232,72.7758,62.61
11/16/2016,67.7791,84.6154,72.8422,62.12
11/17/2016,67.9106,84.3178,72.5625,62.1
11/18/2016,68.0937,84.4158,72.2134,61.56
11/21/2016,68.2575,84.2025,72.353,61.45
11/22/2016,68.2317,85.1668,72.4348,61.46
11/23/2016,68.4772,84.9665,72.7844,61.71
11/24/2016,68.656,85.36,72.384,60.9
11/25/2016,68.4626,85.2222,72.3855,60.32
11/28/2016,68.7235,85.8494,73.1768,61.32
11/29/2016,68.6535,85.2265,72.8002,61.25
11/30/2016,68.526,85.5342,72.8431,60.79
12/1/2016,68.3734,85.6992,72.6262,60.01
12/2/2016,68.3689,86.2816,73.0385,59.96
12/5/2016,68.1703,86.5354,72.0424,60.11
12/6/2016,68.0322,86.7274,73.1074,59.68
12/7/2016,67.8707,85.8632,72.7506,59.41
12/8/2016,67.4325,85.2414,72.6113,59.44
12/9/2016,67.584,85.1289,71.7607,59.06
12/13/2016,67.4867,85.5461,71.7654,58.54
12/14/2016,67.5604,85.545,71.918,58.66
12/15/2016,67.7994,85.1154,71.1555,57.72
12/16/2016,67.7777,84.2341,70.7531,57.38
12/19/2016,67.7262,84.5426,70.8416,57.73
12/20/2016,67.8954,84.102,70.4686,57.66
12/21/2016,67.8724,83.9649,70.6077,57.7
12/22/2016,67.9136,83.914,70.8678,57.73
12/23/2016,67.9117,83.4839,70.9474,57.88
12/26/2016,67.8331,83.3126,70.967,57.96
12/27/2016,67.9967,83.4999,71.0498,57.97
12/28/2016,68.225,83.8622,71.452,58.06
12/29/2016,68.1241,83.418,71.2101,58.41
12/30/2016,67.9547,83.4212,71.6175,58.22
1/2/2017,68.0225,83.967,71.5121,58.19
1/3/2017,68.0864,83.7599,71.3818,58.03
1/4/2017,68.1791,83.533,70.9949,57.81
1/5/2017,67.7884,83.7051,71.5574,58.33
1/6/2017,67.9522,84.0976,71.8662,58.5
1/9/2017,68.1863,83.1259,71.8206,58.1
1/10/2017,68.0641,82.6979,72.182,58.88
1/11/2017,68.2276,82.9579,72.3213,58.82
1/12/2017,68.0858,83.194,72.2322,59.45
1/13/2017,68.231,82.9757,72.475,59.4
1/16/2017,68.1558,81.9982,72.4155,59.79
1/17/2017,68.0509,82.4573,72.5014,59.98
1/18/2017,67.9364,83.8403,72.5968,59.97
1/19/2017,68.1766,83.6936,72.5194,59.48
1/20/2017,68.0883,84.1231,72.7319,59.38
1/23/2017,68.0843,84.6492,73.1498,60.1
1/24/2017,68.157,85.1485,73.2347,60.27
1/25/2017,68.1556,85.3104,73.0901,59.98
1/27/2017,68.2043,85.4941,72.7467,59.24
1/30/2017,68.0426,85.5159,72.9621,59.38
1/31/2017,67.8125,84.847,72.5526,59.77
2/1/2017,67.6458,84.9496,72.9154,59.69
2/2/2017,67.448,85.4903,72.7966,59.91
2/3/2017,67.3825,84.3225,72.4429,59.6
2/6/2017,67.1958,83.9208,72.4035,59.73
2/7/2017,67.3692,83.9488,72.0716,60.26
2/8/2017,67.3058,84.1659,71.8759,59.94
2/9/2017,67.0123,83.819,71.5423,59.71
2/10/2017,66.9367,83.7713,71.3344,58.89
2/13/2017,66.9663,83.7614,71.1718,58.89
2/14/2017,66.9439,83.9811,71.0877,59.06
2/15/2017,66.9193,83.4149,70.8207,58.56
2/16/2017,66.9468,83.4358,71.0239,58.75
2/17/2017,67.0467,83.7614,71.5053,59.15
2/20/2017,66.9771,83.1923,71.056,59.16
2/22/2017,66.9644,83.6921,70.5403,58.98
2/23/2017,66.8351,83.1228,70.5444,59.01
2/27/2017,66.7249,82.8923,70.5149,59.51
2/28/2017,66.7375,83.0548,70.7151,59.35
3/1/2017,66.8482,82.718,70.5716,58.91
3/2/2017,66.7433,81.9875,70.3074,58.5
3/3/2017,66.8354,81.9603,70.3509,58.55
3/6/2017,66.7559,81.9762,70.7346,58.67
3/7/2017,66.6347,81.5342,70.5595,58.48
3/8/2017,66.6362,81.3162,70.4011,58.61
3/9/2017,66.7707,81.1665,70.3229,58.33
3/10/2017,66.688,81.0526,70.6426,57.79
3/14/2017,66.18,80.5014,70.4354,57.57
3/15/2017,65.5146,80.0654,69.6224,57.08
3/16/2017,65.3836,80.2649,70.1893,57.73
3/17/2017,65.5411,80.9957,70.6074,57.84
3/20/2017,65.3827,81.0157,70.3779,58.06
3/21/2017,65.3117,80.6273,70.295,57.95
3/22/2017,65.4881,81.6833,70.7206,58.7
3/23/2017,65.422,81.8495,70.6688,58.81
3/24/2017,65.4581,81.6721,70.4656,58.74
3/27/2017,65.0892,81.6479,70.6739,59.08
3/29/2017,64.9552,80.4795,70.1061,58.41
3/30/2017,64.9325,80.7501,69.8739,58.43
3/31/2017,64.8386,80.8797,69.2476,57.96
4/3/2017,64.9103,81.43,69.2788,58.23
4/5/2017,65.0438,80.8755,69.4017,58.76
4/6/2017,64.9791,81.1524,69.3912,58.79
4/7/2017,64.3928,80.2592,68.559,58.19
4/10/2017,64.4418,79.8563,68.2503,57.87
4/11/2017,64.5438,80.1376,68.3067,58.37
4/12/2017,64.692,80.8132,68.6706,59.06
4/13/2017,64.3165,80.8265,68.6193,58.97
4/17/2017,64.4053,80.7192,68.4049,59.39
4/18/2017,64.5657,81.1785,68.7431,59.22
4/19/2017,64.5443,82.7458,69.1915,59.39
4/20/2017,64.6364,82.8057,69.3355,59.35
4/21/2017,64.5701,82.7014,69.1675,59.03
4/24/2017,64.4757,82.458,69.9884,58.56
4/25/2017,64.2776,82.2689,69.8569,58.33
4/26/2017,64.0013,82.1265,70.043,57.47
4/27/2017,64.1141,82.5854,69.8908,57.6
4/28/2017,64.217,82.8271,69.8809,57.72
5/2/2017,64.2072,82.6925,70.0436,57.27
5/3/2017,64.1439,82.7969,70.0323,57.24
5/4/2017,64.2115,82.5631,69.9392,56.95
5/5/2017,64.3079,83.1308,70.5972,57.37
5/8/2017,64.2154,83.2553,70.4957,56.99
5/9/2017,64.5065,83.5295,70.4669,56.9
5/11/2017,64.438,83.415,70.1472,56.48
5/12/2017,64.3043,82.869,69.8859,56.56
5/15/2017,64.1188,82.8351,70.1332,56.48
5/16/2017,64.0758,82.7795,70.5539,56.52
5/17/2017,64.0214,82.7669,71.1598,56.99
5/18/2017,64.3441,83.3063,71.6214,57.8
5/19/2017,64.9906,84.1823,72.2955,58.44
5/22/2017,64.5632,83.9515,72.2333,57.98
5/23/2017,64.7751,84.0327,72.7489,58.37
5/24/2017,64.8586,84.0957,72.473,57.96
5/25/2017,64.5088,83.7711,72.4692,57.74
5/26/2017,64.5945,83.1848,72.3329,57.95
5/29/2017,64.5565,82.8195,72.1354,58.03
5/30/2017,64.6336,82.7892,71.8338,58.24
5/31/2017,64.5459,82.6446,72.143,58.15
6/1/2017,64.4704,82.8703,72.4518,58.07
6/2/2017,64.4208,82.9225,72.2673,57.72
6/5/2017,64.3485,82.7972,72.4886,58.2
6/6/2017,64.3516,83.1616,72.5178,58.71
6/7/2017,64.4538,83.2485,72.6588,58.93
6/8/2017,64.3554,83.4303,72.5092,58.76
6/9/2017,64.2584,81.7495,71.9823,58.31
6/12/2017,64.3407,82.0859,72.1324,58.36
6/13/2017,64.4453,81.7424,72.1465,58.59
6/14/2017,64.3141,82.1098,72.1283,58.45
6/15/2017,64.2801,81.9121,72.1094,58.62
6/16/2017,64.5883,82.5116,72.0482,58.05
6/19/2017,64.3788,82.2053,72.1043,57.98
6/20/2017,64.4672,82.1506,71.9583,57.8
6/21/2017,64.6025,81.5348,71.9413,58.07
6/22/2017,64.495,81.799,72.0732,58.05
6/23/2017,64.5365,81.9743,72.0808,58.01
6/27/2017,64.4572,82.0798,72.1921,57.71
6/28/2017,64.5288,82.6614,73.3757,57.44
6/29/2017,64.4715,83.5615,73.5233,57.4
6/30/2017,64.7379,84.2564,74.0019,57.78
7/3/2017,64.7525,84.1718,73.8567,57.54
7/4/2017,64.8168,83.9118,73.5995,57.49
7/5/2017,64.7209,83.6065,73.5035,57.15
7/6/2017,64.7779,83.8226,73.4322,57.25
7/7/2017,64.7342,83.8826,73.8811,56.94
7/10/2017,64.5405,83.2766,73.5826,56.53
7/11/2017,64.5025,83.0857,73.4361,56.38
7/12/2017,64.4969,82.6915,73.9715,56.85
7/13/2017,64.4384,83.248,73.7884,57.02
7/14/2017,64.4539,83.5451,73.5677,56.9
7/17/2017,64.3666,84.2173,73.6933,57.12
7/18/2017,64.3301,84.2917,74.1469,57.39
7/19/2017,64.3211,83.8554,74.2265,57.43
7/20/2017,64.4273,83.9166,74.188,57.45
7/21/2017,64.3185,83.5369,74.8796,57.53
7/24/2017,64.4494,83.8164,75.1287,58.01
7/25/2017,64.358,83.8778,75.0607,58.05
7/26/2017,64.4208,83.8308,74.9214,57.56
7/27/2017,64.1216,84.2109,75.2082,57.74
7/28/2017,64.1483,83.8867,74.9829,57.78
7/31/2017,64.0773,84.1591,75.2203,57.98
8/1/2017,64.0683,84.6214,75.7415,58.12
8/2/2017,64.069,84.6416,75.7488,57.86
8/3/2017,63.6314,84.1589,75.3905,57.53
8/4/2017,63.7091,83.7074,75.6609,57.85
8/7/2017,63.7375,83.1583,75.1019,57.55
8/8/2017,63.7382,83.1465,75.2876,57.63
8/9/2017,63.7491,82.9248,74.8606,57.94
8/10/2017,63.9437,83.0053,75.0635,58.15
8/11/2017,64.1693,83.2661,75.4567,58.76
8/14/2017,64.0253,83.2777,75.7035,58.43
8/16/2017,64.2428,82.6162,75.3761,58.01
8/18/2017,64.1048,82.6183,75.2078,58.63
8/21/2017,64.0285,82.3983,75.2143,58.68
8/22/2017,64.1099,82.5992,75.6497,58.69
8/23/2017,64.1272,82.2303,75.4072,58.58
8/24/2017,64.0676,81.9361,75.5805,58.67
8/28/2017,63.8701,82.3605,76.2162,58.53
8/29/2017,64.0174,82.8833,76.7505,58.81
8/30/2017,63.9431,82.6209,76.4504,58.16
8/31/2017,64.0154,82.6951,76.0439,57.91
9/1/2017,63.9804,82.6627,76.1047,58.1
9/4/2017,64.0468,82.9662,76.1516,58.51
9/5/2017,64.1164,82.8192,76.2921,58.63
9/6/2017,64.2146,83.6395,76.5438,59.04
9/7/2017,64.0276,83.4664,76.3593,58.7
9/8/2017,63.8664,83.8757,77.0357,59.28
9/11/2017,63.8859,84.2591,76.7334,58.86
9/12/2017,63.9474,84.3594,76.5514,58.41
9/13/2017,63.9818,85.1534,76.663,58.11
9/14/2017,64.0692,84.6867,76.1398,58.02
9/15/2017,64.0774,86.12,76.3995,57.92
9/18/2017,64.0371,87.0841,76.4923,57.57
9/19/2017,64.1769,86.8121,77.0187,57.45
9/20/2017,64.3637,87.0262,77.2493,57.76
9/21/2017,64.5256,87.1547,76.7403,57.3
9/22/2017,64.9596,88.3061,77.7566,57.99
9/25/2017,64.8357,87.9367,77.3036,57.75
9/26/2017,65.3371,88.0744,77.431,58.58
9/27/2017,65.6947,88.1426,77.3686,58.4
9/28/2017,65.7604,87.9808,77.1764,58.18
9/29/2017,65.3552,87.7067,77.0603,58.03
10/3/2017,65.5529,86.8707,76.7756,57.97
10/4/2017,65.2899,86.6266,76.8266,58
10/5/2017,65.1758,86.2145,76.5685,57.77
10/6/2017,65.2276,85.3112,76.2641,57.72
10/9/2017,65.3074,85.6311,76.599,57.99
10/10/2017,65.2652,85.9412,76.8302,57.95
10/11/2017,65.2691,86.1161,77.1677,58.08
10/12/2017,65.1003,86.2319,77.2741,57.98
10/13/2017,64.9301,86.3051,76.8772,58.01
10/16/2017,64.7603,86.0082,76.3912,57.93
10/17/2017,64.9226,86.0354,76.4204,57.87
10/18/2017,65.0649,85.7425,76.5423,57.93
10/23/2017,65.0239,85.8381,76.5136,57.17
10/24/2017,64.9256,85.7927,76.3395,57.18
10/25/2017,65.1386,85.4814,76.59,57.19
10/26/2017,64.7888,85.884,76.6063,57.06
10/27/2017,65.0931,85.3826,75.6837,57
10/30/2017,64.9338,85.375,75.4271,57.13
10/31/2017,64.7745,85.5995,75.4234,57.27
11/1/2017,64.5256,85.6706,75.0755,56.7
11/2/2017,64.593,85.786,75.2831,56.72
11/3/2017,64.5764,84.4272,75.3348,56.66
11/6/2017,64.7267,84.6366,75.1801,56.66
11/7/2017,64.8064,85.3371,75.2273,56.85
11/8/2017,65.0592,85.5724,75.3841,57.12
11/9/2017,64.8967,85.2548,75.3061,57.13
11/10/2017,65.0147,85.5463,75.7356,57.34
11/13/2017,65.4272,85.8209,76.2161,57.68
11/14/2017,65.5171,85.9388,76.4781,57.65
11/15/2017,65.3689,85.9143,77.0634,57.76
11/16/2017,65.2969,86.0483,76.9981,57.81
11/17/2017,64.8462,85.785,76.5574,57.59
11/20/2017,65.0565,85.9331,76.3633,58.08
11/21/2017,65.0386,86.1892,76.3878,57.82
11/22/2017,64.7453,85.8523,76.0757,57.75
11/23/2017,64.7949,86.3327,76.6264,58.22
11/24/2017,64.7328,86.0364,76.7213,58.07
11/27/2017,64.6948,86.1605,77.1421,58.1
11/28/2017,64.4206,85.8469,76.6992,57.94
11/29/2017,64.4058,86.1428,76.3209,57.75
11/30/2017,64.4332,86.798,76.4887,57.46
12/4/2017,64.3799,86.636,76.3739,57.04
12/5/2017,64.3764,86.6378,76.3762,57.15
12/6/2017,64.4467,86.4939,76.2791,57.42
12/7/2017,64.5388,86.3142,76.0848,57.33
12/8/2017,64.4649,87.0405,75.7978,56.84
12/11/2017,64.3616,86.3282,75.8051,56.68
12/12/2017,64.4834,86.0466,75.9292,56.84
12/13/2017,64.4525,85.941,75.7768,56.87
12/14/2017,64.2798,86.3535,75.998,57.06
12/15/2017,64.0958,86.1319,75.5241,57.13
12/18/2017,64.1065,85.5437,75.4277,56.9
12/19/2017,64.1205,85.7932,75.6365,56.98
12/20/2017,64.0577,85.7604,75.8251,56.7
12/21/2017,64.0883,85.6284,76.0344,56.5
12/22/2017,64.0409,85.6739,75.8821,56.51
12/26/2017,64.0538,85.672,76.0255,56.53
12/27/2017,64.1577,85.8366,76.2258,56.68
12/28/2017,64.1716,86.221,76.5631,56.89
12/29/2017,63.9273,86.0653,76.3867,56.72
1/1/2018,63.6697,85.8968,76.41,56.51
1/2/2018,63.6728,86.1111,76.5856,56.52
1/3/2018,63.4833,86.4071,76.5418,56.55
1/4/2018,63.3914,85.7432,76.2472,56.31
1/5/2018,63.3823,86.0225,76.5024,56.06
1/8/2018,63.3482,85.8875,76.1509,55.95
1/9/2018,63.469,86.1528,75.9153,56.33
1/10/2018,63.8264,86.2805,76.1385,56.81
1/11/2018,63.7364,86.0123,76.1395,57.03
1/12/2018,63.5263,86.0527,76.5301,57.09
1/15/2018,63.4125,87.1795,77.4457,57.23
1/16/2018,63.7602,87.9126,78.2019,57.5
1/17/2018,63.9797,88.1256,78.3495,57.74
1/18/2018,63.8431,88.2822,77.8822,57.41
1/19/2018,63.7183,88.6449,78.1441,57.49
1/22/2018,63.8895,88.5956,78.1241,57.64
1/23/2018,63.7722,89.2046,78.2166,57.57
1/24/2018,63.6439,89.3242,78.4538,57.92
1/25/2018,63.4983,90.9169,79.0681,58.36
1/29/2018,63.547,89.8237,78.8682,58.38
1/30/2018,63.7534,89.3886,78.7546,58.62
1/31/2018,63.6878,90.3539,79.2149,58.6
2/1/2018,63.6113,90.1754,78.948,58.09
2/2/2018,64.0781,91.3369,80.0335,58.36
2/5/2018,64.0295,90.4033,79.7295,58.22
2/6/2018,64.2723,89.7177,79.5241,59.05
2/7/2018,64.1377,89.4977,79.4345,58.71
2/8/2018,64.1616,89.191,78.7455,58.5
2/9/2018,64.3686,89.7105,78.8902,59.06
2/12/2018,64.2838,89.0202,78.9341,59.14
2/14/2018,64.1259,89.1735,79.3879,59.84
2/15/2018,63.9222,89.5486,79.679,60.05
2/16/2018,63.9097,90.3108,80.1683,60.46
2/20/2018,64.5254,90.1291,79.8566,60.35
2/21/2018,64.8161,90.6583,79.9442,60.17
2/22/2018,65.0458,90.4137,79.8307,60.55
2/23/2018,64.8227,90.4017,79.7643,60.59
2/26/2018,64.6639,90.6523,79.6983,60.69
2/27/2018,64.8514,90.5844,79.9683,60.71
2/28/2018,65.1031,90.4477,79.5885,60.8
3/1/2018,65.2261,89.7055,79.5041,61.07
3/5/2018,65.053,89.6951,80.0347,61.64
3/6/2018,64.9941,89.9063,80.2092,61.2
3/7/2018,64.9627,90.3371,80.7486,61.55
3/8/2018,64.9212,90.2275,80.5412,61.26
3/9/2018,65.0784,89.8537,80.1636,60.97
3/12/2018,65.0199,90.1241,80.0915,60.96
3/13/2018,64.9567,90.2314,80.0916,60.85
3/14/2018,64.9875,90.8265,80.5845,60.99
3/15/2018,64.9366,90.7229,80.3201,61.27
3/16/2018,64.8737,90.4858,79.9114,61.27
3/19/2018,65.0375,90.5582,79.775,61.5
3/20/2018,65.1993,91.4942,80.4625,61.33
3/21/2018,65.2162,91.3288,79.9616,61.28
3/22/2018,65.0622,92.063,80.3713,61.44
3/23/2018,65.1333,91.9552,80.3354,62.13
3/26/2018,64.9055,91.8672,80.2557,61.82
3/27/2018,64.7973,92.2584,80.7634,61.36
3/28/2018,65.0441,92.2846,80.6222,61.54
4/3/2018,65.024,91.4563,80.0901,61.31
4/4/2018,65.0232,91.4941,79.79,61
4/5/2018,65.0601,91.5005,79.7767,60.78
4/6/2018,64.9884,90.9578,79.5133,60.54
4/9/2018,64.9287,91.4975,79.687,60.66
4/10/2018,64.9368,91.7492,79.9047,60.58
4/11/2018,65.1272,92.5197,80.5884,60.84
4/12/2018,65.3496,92.7049,80.7982,61.15
4/13/2018,65.2226,92.7726,80.3412,60.64
4/16/2018,65.4476,93.2759,80.7362,61.02
4/17/2018,65.6124,94.2063,81.32,61.35
4/18/2018,65.6814,93.9835,81.3004,61.21
4/19/2018,65.7837,93.4194,81.3876,61.22
4/20/2018,66.0167,92.7271,81.458,61.4
4/23/2018,66.2177,92.8438,81.269,61.4
4/24/2018,66.3622,92.5089,81.0548,60.98
4/25/2018,66.6983,93.1375,81.4253,61.12
4/26/2018,66.8299,93.1676,81.3788,61.12
4/27/2018,66.7801,92.8911,80.7438,61.08
5/2/2018,66.6636,90.6625,80.0097,60.71
5/3/2018,66.6093,90.602,79.8579,60.79
5/4/2018,66.7681,90.5843,79.9682,61.17
5/7/2018,67.106,90.8481,80.1179,61.44
5/8/2018,67.0809,91.1361,80.0074,61.56
5/9/2018,67.3815,91.0863,79.746,61.49
5/10/2018,67.3786,91.3856,79.8908,61.34
5/11/2018,67.2203,90.8751,80.0863,61.43
5/14/2018,67.3153,91.2459,80.5091,61.54
5/15/2018,67.5288,91.488,80.5281,61.44
5/16/2018,67.8276,91.6826,80.2943,61.52
5/17/2018,67.7156,91.6463,79.8909,61.28
5/18/2018,67.9577,91.8788,80.2784,61.31
5/21/2018,68.0883,91.4085,79.9289,61.15
5/22/2018,68.0187,91.2471,80.0716,61.25
5/23/2018,68.2139,91.4271,80.24,61.74
5/24/2018,68.3872,91.4405,80.143,62.4
5/25/2018,68.26,91.2158,79.8847,62.38
5/28/2018,67.443,89.888,79.0027,61.57
5/29/2018,67.8201,90.1668,78.6984,62.27
5/30/2018,67.6288,89.7028,78.1992,62.21
5/31/2018,67.4526,89.7929,78.7914,62.04
6/1/2018,67.184,89.1397,78.4104,61.56
6/4/2018,67.0543,89.6181,78.3597,61.14
6/5/2018,67.1794,89.4292,78.5394,61.14
6/6/2018,67.0397,89.9472,78.6778,61.02
6/7/2018,67.0181,90.0455,79.1015,60.91
6/8/2018,67.5228,90.6021,79.5824,61.6
6/11/2018,67.3353,90.3707,79.523,61.24
6/12/2018,67.4571,90.062,79.3498,61.1
6/13/2018,67.6251,90.3336,79.3919,61.15
6/14/2018,67.6875,90.6809,79.9254,61.52
6/15/2018,67.9739,89.9974,78.605,61.34
6/18/2018,68.0248,90.2485,78.8543,61.55
6/19/2018,68.1511,90.3071,79.1575,62.19
6/20/2018,68.0838,89.5983,78.8274,61.82
6/21/2018,68.195,89.581,78.7925,61.61
6/22/2018,67.7695,89.9572,78.8566,61.61
6/25/2018,68.1466,90.2738,79.3499,62.27
6/26/2018,68.1676,90.472,79.7425,62.17
6/27/2018,68.5246,90.6032,79.8654,62.36
6/28/2018,68.9389,90.2134,79.6382,62.53
6/29/2018,68.5753,89.9296,79.8491,62.02
7/2/2018,68.6227,90.431,79.9592,62
7/3/2018,68.6935,90.3457,80.0211,61.91
7/4/2018,68.5312,90.5229,80.0239,62.09
7/5/2018,68.7545,91.0722,80.4771,62.17
7/6/2018,68.8757,91.1432,80.6328,62.25
7/9/2018,68.6573,91.4653,80.7822,62.16
